,rank,image,name,company,marketCap,fullyDilutedMarketCap,yesterday_low,yesterday_high,yesterday_open,yesterday_close,yesterday_change,yesterday_volume,price,volume_24h,volume24hInMarketCap,dominance,circulatingSupply,maxSupplyValue,totalSupplyValue,price_change_24h,high_24h,low_24h,high_7d,low_7d,high_30d,low_30d,high_90d,low_90d,high_52w,low_52w,high_all_time,low_all_time,high_all_time_date,low_all_time_date,date
99,299,https://s2.coinmarketcap.com/static/img/coins/64x64/9720.png,PlatON,LAT,"$147,174,716.36","$656,548,624.51",$0.06252,$0.06667,$0.06652,$0.0638,4.09%,"$6,091,206.92",$0.06405,"$6,286,512.04",0.04271,0.00%,"2,297,683,349",No,"10,250,000,000",$-0.0008791,$0.06741,$0.06261,$0.1016,$0.05982,$0.1016,$0.05982,$0.3495,$0.05982,$0.8941,$0.05982,$0.8941,$0.05982,"May 12, 2021","Jan 24, 2022",2022-01-26 21:30:08.546932
100,303,https://s2.coinmarketcap.com/static/img/coins/64x64/2780.png,NKN,NKN,"$141,485,441.18","$202,122,058.83",$0.1837,$0.1949,$0.1882,$0.1926,2.36%,"$4,078,513.70",$0.2021,"$5,153,077.78",0.03642,0.01%,"700,000,000","1,000,000,000","700,000,000",$0.009938,$0.2149,$0.189,$0.2869,$0.169,$0.2869,$0.169,$0.8027,$0.169,$1.48,$0.02217,$1.48,$0.006411,"Apr 09, 2021","Mar 13, 2020",2022-01-26 21:30:12.338925
101,305,https://s2.coinmarketcap.com/static/img/coins/64x64/3951.png,Pirate Chain,ARRR,"$140,485,880.30","$148,023,341.92",$0.6965,$0.7242,$0.7076,$0.7202,1.79%,"$212,243.86",$0.7401,"$344,984.85",0.002456,NaN,"189,815,847","200,000,000","189,815,847",$0.0284,$0.7671,$0.7044,$0.9181,$0.6433,$0.9181,$0.6433,$2.30,$0.6433,$16.90,$0.09382,$16.90,$0.01274,"Apr 23, 2021","Mar 16, 2020",2022-01-26 21:30:14.566429
102,308,https://s2.coinmarketcap.com/static/img/coins/64x64/2585.png,CENNZnet,CENNZ,"$139,352,927.14","$139,352,927.14",$0.1055,$0.1649,$0.1104,$0.1435,29.92%,"$7,834,706.90",$0.1161,"$8,318,524.98",0.05969,NaN,"1,200,000,000",No,"1,200,000,000",$-0.009683,$0.1649,$0.1161,$0.2056,$0.1039,$0.2056,$0.1039,$0.3367,$0.07195,$0.3367,$0.03235,$0.5416,$0.01101,"Apr 25, 2018","Mar 10, 2019",2022-01-26 21:30:18.034415
103,308,https://s2.coinmarketcap.com/static/img/coins/64x64/3918.png,Safe,SAFE,"$140,275,097.53","$199,282,139.44",$6.82,$7.60,$7.60,$6.87,9.59%,No Data,$6.73,NaN,No Data,NaN,"20,835,499",No,"29,600,000",$-0.1799,$7.08,$6.68,$8.01,$6.68,$8.01,$6.68,$9.93,$2.82,$9.93,$0.1624,$9.93,$0.1082,"Dec 11, 2021","Oct 23, 2020",2022-01-26 21:30:20.592708
104,316,https://s2.coinmarketcap.com/static/img/coins/64x64/6843.png,Radicle,RAD,"$132,527,341.50","$506,286,689.04",$4.85,$5.10,$5.05,$4.91,2.88%,"$12,392,140.34",$5.06,"$14,464,874.79",0.1091,NaN,"26,176,244","99,999,620","99,998,770",$0.06296,$5.38,$4.84,$7.24,$4.65,$7.24,$4.65,$23.72,$4.65,$27.35,$3.78,$27.35,$3.78,"Apr 15, 2021","Jul 09, 2021",2022-01-26 21:31:17.654616
105,317,https://s2.coinmarketcap.com/static/img/coins/64x64/5453.png,KardiaChain,KAI,"$130,073,881.11","$200,329,402.60",$0.03947,$0.04148,$0.04081,$0.04101,0.47%,"$1,129,136.56",$0.04007,"$1,079,840.63",0.008302,NaN,"3,246,500,000","5,000,000,000","5,000,000,000",$-0.001037,$0.04224,$0.04007,$0.05706,$0.03729,$0.05706,$0.03729,$0.1555,$0.03729,$0.1596,$0.01999,$0.1596,$0.0004011,"Apr 14, 2021","May 11, 2020",2022-01-26 21:31:21.809019
106,322,https://s2.coinmarketcap.com/static/img/coins/64x64/1343.png,Stratis,STRAX,"$125,791,773.70","$125,791,773.70",$0.9007,$0.9544,$0.9411,$0.9342,0.74%,"$5,383,265.88",$0.9441,"$10,411,278.88",0.08277,0.01%,"133,240,293",No,"133,240,293",$0.0196,$0.9979,$0.9154,$1.35,$0.845,$1.35,$0.845,$2.67,$0.845,$4.51,$0.5149,$22.66,$0.008483,"Jan 08, 2018","Aug 13, 2016",2022-01-26 21:31:25.394208
107,326,https://s2.coinmarketcap.com/static/img/coins/64x64/2137.png,Electroneum,ETN,"$123,280,442.29","$144,535,280.43",$0.006689,$0.007119,$0.006845,$0.006805,0.58%,"$288,275.83",$0.006883,"$337,209.55",0.002735,NaN,"17,911,815,582","21,000,000,000","17,911,815,582",$0.00003001,$0.007358,$0.006718,$0.009446,$0.006364,$0.009446,$0.006364,$0.0285,$0.006364,$0.04073,$0.004902,$0.2362,$0.001428,"Nov 02, 2017","Mar 13, 2020",2022-01-26 21:31:27.844203
108,330,https://s2.coinmarketcap.com/static/img/coins/64x64/1762.png,Ergo,ERG,"$122,945,835.60","$375,376,607.71",$3.07,$3.33,$3.28,$3.33,1.41%,"$1,532,979.52",$3.84,"$2,621,559.46",0.02132,0.01%,"32,012,428","97,739,924","35,316,150",$0.5241,$3.99,$3.28,$4.37,$2.83,$4.37,$2.83,$11.40,$2.83,$19.60,$0.7462,$44.06,$0.09398,"Jul 01, 2019","Mar 13, 2020",2022-01-26 21:31:30.504332
109,338,https://s2.coinmarketcap.com/static/img/coins/64x64/6756.png,Acala Token,ACA,"$115,553,589.50","$1,667,332,152.71",$1.83,$3.10,$3.10,$2.00,35.45%,"$117,159,828.78",$1.67,"$46,935,894.81",0.4062,NaN,"69,304,481","1,000,000,000","1,000,000,000",$-0.2496,$2.08,$1.67,$3.10,$1.67,$3.10,$1.67,$3.10,$1.67,$3.10,$1.67,$3.10,$1.67,"Jan 25, 2022","Jan 26, 2022",2022-01-26 21:31:33.231994
110,333,https://s2.coinmarketcap.com/static/img/coins/64x64/3437.png,ABBC Coin,ABBC,"$120,660,435.74","$188,138,956.61",$0.1269,$0.1292,$0.129,$0.1269,1.61%,"$41,041,457.07",$0.1254,"$39,423,304.16",0.3267,0.01%,"962,005,195","1,500,000,000","1,500,000,000",$-0.002907,$0.1293,$0.1253,$0.1711,$0.1253,$0.1711,$0.1253,$0.3464,$0.1107,$0.8014,$0.09896,$2.05,$0.02939,"Oct 25, 2018","Dec 06, 2018",2022-01-26 21:31:35.656279
111,336,https://s2.coinmarketcap.com/static/img/coins/64x64/1230.png,Steem,STEEM,"$116,121,140.40","$120,307,681.86",$0.2741,$0.2933,$0.2891,$0.2918,0.92%,"$17,435,812.31",$0.294,"$24,501,448.88",0.211,0.01%,"394,951,699",No,"409,190,981",$0.002204,$0.3106,$0.2854,$0.3988,$0.2551,$0.3988,$0.2551,$0.8312,$0.2551,$1.44,$0.1654,$8.57,$0.06919,"Jan 03, 2018","Mar 10, 2017",2022-01-26 21:31:38.053113
112,342,https://s2.coinmarketcap.com/static/img/coins/64x64/3418.png,Metadium,META,"$112,910,552.23","$133,830,253.46",$0.05815,$0.06349,$0.06349,$0.06275,1.16%,"$3,377,896.78",$0.06692,"$18,507,823.99",0.1639,0.01%,"1,687,369,624",No,"2,000,000,000",$0.004058,$0.07367,$0.06068,$0.09517,$0.05698,$0.09517,$0.05698,$0.2078,$0.05698,$0.4466,$0.007682,$0.4466,$0.002862,"Apr 01, 2021","Mar 13, 2020",2022-01-26 21:31:41.677612
113,344,https://s2.coinmarketcap.com/static/img/coins/64x64/1586.png,Ark,ARK,"$110,715,826.59","$132,566,104.73",$0.7382,$0.8296,$0.8009,$0.7846,2.03%,"$5,631,572.68",$0.822,"$6,311,839.99",0.05701,0.01%,"134,695,983",No,"161,278,856",$0.02466,$0.8678,$0.7766,$1.09,$0.7201,$1.09,$0.7201,$2.15,$0.7201,$3.98,$0.3671,$10.91,$0.03014,"Jan 09, 2018","Mar 22, 2017",2022-01-26 21:31:44.535400
114,345,https://s2.coinmarketcap.com/static/img/coins/64x64/2492.png,Elastos,ELA,"$110,615,167.62","$153,417,223.60",$5.24,$6.52,$5.39,$6.48,20.24%,"$2,781,243.96",$5.44,"$3,129,415.69",0.02829,0.01%,"20,346,868","28,220,000","24,940,212",$-0.3868,$6.52,$5.43,$7.72,$4.49,$7.72,$4.49,$7.72,$2.29,$14.09,$1.85,$93.96,$0.8393,"Feb 24, 2018","Mar 13, 2020",2022-01-26 21:31:48.124314
115,353,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,Centrifuge,CFG,"$106,892,955.46","$289,937,560.48",$0.6526,$0.699,$0.6635,$0.6667,0.49%,"$4,493,106.23",$0.6743,"$4,885,328.31",0.0457,0.00%,"158,534,685",No,"430,011,123",$0.0002611,$0.699,$0.6599,$0.8412,$0.6396,$0.8412,$0.6396,$2.33,$0.6105,$2.58,$0.6009,$2.58,$0.6009,"Oct 14, 2021","Jul 16, 2021",2022-01-26 21:31:50.651598
116,358,https://s2.coinmarketcap.com/static/img/coins/64x64/1750.png,GXChain,GXC,"$104,508,164.55","$139,344,219.40",$1.35,$1.43,$1.42,$1.40,1.25%,"$11,281,909.38",$1.39,"$14,820,363.78",0.1418,0.01%,"75,000,000","100,000,000","99,935,303",$0.01052,$1.50,$1.37,$2.04,$1.14,$2.04,$1.14,$5.64,$0.5344,$5.64,$0.3202,$11.24,$0.1912,"Jan 07, 2018","Mar 13, 2020",2022-01-26 21:31:53.195876
117,358,https://s2.coinmarketcap.com/static/img/coins/64x64/5060.png,XeniosCoin,XNC,"$104,316,697.39","$150,440,419.84",$1.35,$1.38,$1.36,$1.37,0.4%,"$59,815.89",$1.37,"$54,523.85",0.0005227,NaN,"76,274,958","110,000,000","100,413,374",$-0.0005123,$1.40,$1.36,$1.50,$1.29,$1.50,$1.29,$2.11,$0.8962,$4.11,$0.7371,$4.11,$0.06441,"Aug 23, 2021","Jan 12, 2020",2022-01-26 21:31:55.851847
118,361,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,Hyperion,HYN,"$102,439,954.83","$5,026,911,572.76",$0.29,$0.2903,$0.2901,$0.2902,0.02%,No Data,$0.5027,$34.76,0.00000034,NaN,"203,783,085","10,000,000,000","7,876,642,307",$0.2125,$0.5346,$0.2901,$0.8425,$0.29,$0.8425,$0.29,$1.25,$0.0001998,$1.25,$0.0001998,$1.25,$0.0001998,"Jan 01, 2022","Dec 06, 2021",2022-01-26 21:31:59.555097
119,370,https://s2.coinmarketcap.com/static/img/coins/64x64/2570.png,TomoChain,TOMO,"$100,777,461.60","$113,200,923.33",$1.05,$1.13,$1.07,$1.12,4.26%,"$5,417,968.16",$1.13,"$6,377,431.82",0.06328,0.01%,"89,025,300",No,"100,000,000",$0.0135,$1.20,$1.10,$1.48,$0.955,$1.48,$0.955,$3.78,$0.955,$3.92,$0.955,$3.92,$0.1407,"Sep 06, 2021","Mar 13, 2020",2022-01-26 21:32:03.584776
120,377,https://s2.coinmarketcap.com/static/img/coins/64x64/5221.png,Handshake,HNS,"$98,158,149.35","$434,616,017.22",$0.2014,$0.2132,$0.2049,$0.2062,0.62%,"$297,480.04",$0.213,"$383,254.88",0.003904,0.01%,"460,734,572","2,040,000,000","460,734,572",$0.004801,$0.2198,$0.2014,$0.2725,$0.185,$0.2725,$0.185,$0.5298,$0.185,$0.8528,$0.1136,$0.8528,$0.07553,"May 05, 2021","Jun 28, 2020",2022-01-26 21:32:06.434157
121,396,https://s2.coinmarketcap.com/static/img/coins/64x64/3626.png,RSK Smart Bitcoin,RBTC,"$89,159,643.54","$777,964,421,431.77","$35,610.12","$37,440.13","$36,492.41","$36,794.41",0.83%,"$89,969.46","$37,046.34","$19,475.98",0.0002184,0.01%,"2,407",No,"20,999,764",$252.33,"$38,886.68","$36,372.38","$43,280.02","$33,042.77","$43,280.02","$33,042.77","$68,645.08","$33,042.77","$79,765.45","$28,683.18","$146,324.97","$3,107.40","Dec 13, 2019","Dec 14, 2018",2022-01-26 21:32:08.964852
122,415,https://s2.coinmarketcap.com/static/img/coins/64x64/3874.png,IRISnet,IRIS,"$82,261,801.61","$141,752,644.91",$0.06651,$0.07064,$0.06826,$0.06917,1.33%,"$2,623,716.07",$0.06883,"$4,065,337.12",0.04942,0.00%,"1,195,192,132",No,"2,059,542,127",$-0.0007638,$0.07319,$0.06775,$0.09626,$0.06138,$0.09626,$0.06138,$0.2171,$0.06138,$0.3177,$0.05197,$0.3177,$0.008254,"Apr 11, 2021","Mar 13, 2020",2022-01-26 21:32:12.585324
123,419,https://s2.coinmarketcap.com/static/img/coins/64x64/4807.png,CertiK,CTK,"$80,517,444.69","$131,445,699.27",$1.16,$1.29,$1.16,$1.24,6.9%,"$13,827,186.75",$1.24,"$14,954,410.17",0.1857,0.00%,"64,707,191",No,"105,635,269",$-0.01794,$1.36,$1.23,$1.40,$1.04,$1.40,$1.04,$3.26,$1.04,$3.97,$0.754,$3.97,NaN,"Apr 06, 2021","Oct 23, 2020",2022-01-26 21:32:16.284271
124,420,https://s2.coinmarketcap.com/static/img/coins/64x64/2665.png,Dero,DERO,"$80,403,331.67","$132,699,663.09",$6.85,$7.41,$7.37,$6.93,5.87%,"$368,340.26",$7.21,"$643,674.79",0.008006,0.00%,"11,148,644",No,"18,400,000",$0.07995,$7.50,$6.85,$10.27,$6.07,$10.27,$6.07,$27.02,$6.07,$27.28,$0.5856,$27.28,$0.201,"Oct 10, 2021","Sep 19, 2018",2022-01-26 21:32:18.701782
125,426,https://s2.coinmarketcap.com/static/img/coins/64x64/2606.png,Wanchain,WAN,"$79,019,398.58","$86,112,666.57",$0.3857,$0.4042,$0.3973,$0.3968,0.14%,"$1,478,656.92",$0.4101,"$2,665,557.34",0.03373,0.00%,"192,701,891","210,000,000","192,701,891",$0.01489,$0.4292,$0.3905,$0.5584,$0.3715,$0.5584,$0.3715,$1.17,$0.3715,$2.64,$0.3674,$9.92,$0.07575,"May 03, 2018","Mar 13, 2020",2022-01-26 21:32:21.229339
126,422,https://s2.coinmarketcap.com/static/img/coins/64x64/9104.png,AIOZ Network,AIOZ,"$79,109,023.04","$209,270,790.80",$0.184,$0.2224,$0.1916,$0.2091,9.09%,"$1,862,711.15",$0.2093,"$1,347,821.35",0.01704,NaN,"378,022,287","1,000,000,000","1,000,000,000",$-0.009077,$0.2189,$0.2,$0.2779,$0.1624,$0.2779,$0.1624,$1.17,$0.1624,$2.67,$0.1605,$2.67,$0.1605,"Apr 03, 2021","Jul 21, 2021",2022-01-26 21:32:23.696915
127,433,https://s2.coinmarketcap.com/static/img/coins/64x64/1993.png,Kin,KIN,"$74,001,135.51","$437,875,657.33",$0.00003376,$0.00004157,$0.00003499,$0.00004151,18.63%,"$3,376,202.83",$0.00004379,"$4,649,216.45",0.06283,0.00%,"1,690,003,412,395","10,000,000,000,000","10,000,000,000,000",$0.000006551,$0.00004559,$0.00003702,$0.00005204,$0.00002861,$0.00005204,$0.00002861,$0.0003832,$0.00002861,$0.0005336,$0.00002861,$0.001493,$0.000002355,"Jan 06, 2018","Jan 09, 2020",2022-01-26 21:32:26.098831
128,442,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,Shyft Network,SHFT,"$71,983,188.76","$1,263,795,568.12",$0.4802,$0.4919,$0.4886,$0.49,0.29%,"$140,985.97",$0.5015,"$426,808.61",0.005929,NaN,"143,534,002","2,520,000,000","2,520,000,000",$0.01406,$0.5081,$0.4839,$0.6585,$0.4576,$0.6585,$0.4576,$0.8712,$0.3501,$6.40,$0.3501,$6.40,$0.3501,"Mar 28, 2021","Dec 26, 2021",2022-01-26 21:32:30.152512
129,448,https://s2.coinmarketcap.com/static/img/coins/64x64/213.png,MonaCoin,MONA,"$69,727,919.06","$111,514,302.57",$0.989,$1.02,$0.9999,$1.01,1.3%,"$529,385.64",$1.06,"$841,726.41",0.01207,0.00%,"65,729,675","105,120,000","65,729,675",$0.05111,$1.09,$1.00,$1.14,$0.9701,$1.14,$0.9701,$1.94,$0.9701,$4.36,$0.9701,$20.23,$0.0196,"Dec 06, 2017","Jan 14, 2015",2022-01-26 21:32:32.826918
130,452,https://s2.coinmarketcap.com/static/img/coins/64x64/463.png,BitShares,BTS,"$68,054,825.91","$81,824,380.29",$0.02196,$0.02297,$0.02265,$0.0227,0.21%,"$3,473,323.73",$0.02273,"$3,832,515.37",0.05632,0.00%,"2,994,660,000","3,600,570,502","2,994,660,000",$0.00005602,$0.02432,$0.02246,$0.03004,$0.01999,$0.03004,$0.01999,$0.06215,$0.01999,$0.1739,$0.01999,$0.9168,$0.002387,"Jan 02, 2018","Jan 07, 2016",2022-01-26 21:32:35.298534
131,454,https://s2.coinmarketcap.com/static/img/coins/64x64/6841.png,Phala Network,PHA,"$67,855,855.77","$249,470,057.96",$0.2402,$0.2583,$0.256,$0.2446,4.47%,"$10,216,956.55",$0.2495,"$11,161,192.33",0.1645,0.00%,"272,000,000","1,000,000,000","1,000,000,000",$0.005613,$0.2636,$0.2402,$0.3637,$0.2303,$0.5296,$0.2303,$0.9378,$0.2303,$1.41,$0.2303,$1.41,$0.07474,"May 15, 2021","Nov 26, 2020",2022-01-26 21:32:39.649511
132,470,https://s2.coinmarketcap.com/static/img/coins/64x64/1521.png,Komodo,KMD,"$64,287,371.63","$99,017,516.15",$0.4813,$0.509,$0.4902,$0.4909,0.14%,"$657,425.61",$0.4951,"$809,289.21",0.01259,0.00%,"129,850,503","200,000,000","129,850,503",$-0.0006722,$0.5249,$0.4855,$0.6202,$0.4487,$0.6202,$0.4487,$1.61,$0.4487,$4.71,$0.4487,$15.41,$0.002143,"Dec 21, 2017","Mar 13, 2017",2022-01-26 21:32:42.099258
133,474,https://s2.coinmarketcap.com/static/img/coins/64x64/5622.png,Darma Cash,DMCH,"$63,451,671.72","$134,825,813.78",$0.2861,$0.2931,$0.2862,$0.293,2.39%,"$44,264.52",$0.2931,"$35,454.48",0.0005588,NaN,"216,485,020","460,000,000","216,485,020",$0.0001164,$0.2932,$0.293,$0.2989,$0.2861,$0.2989,$0.2861,$0.8186,$0.005096,$1.90,$0.005096,$1.90,$0.005096,"Aug 19, 2021","Nov 30, 2021",2022-01-26 21:32:44.463790
134,475,https://s2.coinmarketcap.com/static/img/coins/64x64/3930.png,Thunder Token,TT,"$63,483,853.50","$77,605,422.82",$0.006883,$0.007248,$0.007187,$0.007178,0.14%,"$6,110,906.49",$0.007761,"$30,597,463.08",0.482,0.00%,"8,180,337,300","10,000,000,000","10,000,000,000",$0.0005855,$0.00816,$0.007051,$0.009416,$0.006445,$0.009416,$0.006445,$0.01986,$0.006445,$0.04028,$0.004187,$0.04028,$0.002613,"Apr 03, 2021","Mar 13, 2020",2022-01-26 21:32:48.110778
135,486,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,LTO Network,LTO,"$60,733,154.63","$82,405,597.09",$0.189,$0.2056,$0.1986,$0.2051,3.27%,"$7,265,499.42",$0.2043,"$11,917,487.46",0.1962,0.00%,"297,301,968","403,393,276","397,969,833",$0.005339,$0.2253,$0.1939,$0.3059,$0.1712,$0.3059,$0.1712,$0.8113,$0.1712,$0.9052,$0.1333,$0.9052,$0.01969,"Apr 07, 2021","Dec 02, 2019",2022-01-26 21:32:51.024346
136,511,https://s2.coinmarketcap.com/static/img/coins/64x64/2638.png,Cortex,CTXC,"$55,215,191.40","$87,224,182.98",$0.2838,$0.3149,$0.2916,$0.295,1.18%,"$13,431,533.09",$0.2909,"$12,244,883.10",0.2218,0.00%,"189,776,475","299,792,458","299,792,458",$-0.004308,$0.3175,$0.2875,$0.3951,$0.2325,$0.3951,$0.2325,$1.36,$0.1705,$1.36,$0.09696,$2.41,$0.03413,"Apr 30, 2018","Mar 16, 2020",2022-01-26 21:32:53.417274
137,514,https://s2.coinmarketcap.com/static/img/coins/64x64/4074.png,ScPrime,SCP,"$54,565,543.38","$62,428,929.24",$1.20,$1.49,$1.43,$1.34,6.36%,"$105,358.81",$1.35,"$48,739.32",0.0008932,NaN,"40,479,562",No,"46,313,031",$0.05504,$1.42,$1.20,$2.00,$1.15,$2.00,$1.15,$3.60,$0.224,$3.60,$0.01871,$3.60,$0.003701,"Jan 09, 2022","Dec 02, 2020",2022-01-26 21:32:55.936959
138,532,https://s2.coinmarketcap.com/static/img/coins/64x64/3175.png,Maro,MARO,"$50,641,368.15","$71,155,776.66",$0.06597,$0.07248,$0.06891,$0.06947,0.82%,"$1,110,405.28",$0.07116,"$536,653.37",0.0106,0.00%,"711,697,216","1,000,000,000","956,559,371",$0.002054,$0.0761,$0.06837,$0.08735,$0.05981,$0.08735,$0.05981,$0.258,$0.05981,$0.8955,$0.02047,$0.8955,$0.009605,"Apr 02, 2021","Jan 24, 2019",2022-01-26 21:32:58.234778
139,531,https://s2.coinmarketcap.com/static/img/coins/64x64/2021.png,RChain,REV,"$50,816,730.19","$69,558,004.43",$0.07001,$0.08773,$0.07276,$0.08748,20.24%,"$1,286,742.03",$0.07989,"$1,161,558.53",0.02286,NaN,"636,077,419",No,"870,663,574",$0.003904,$0.08797,$0.07549,$0.1004,$0.06973,$0.1004,$0.06973,$0.1469,$0.06973,$0.6264,$0.02191,$3.14,$0.008209,"Jan 08, 2018","Mar 16, 2020",2022-01-26 21:33:00.574135
140,538,https://s2.coinmarketcap.com/static/img/coins/64x64/4003.png,Zenon,ZNN,"$49,567,856.29","$55,613,447.06",$7.45,$10.12,$9.85,$8.21,16.67%,"$208,182.53",$7.83,"$321,006.51",0.006476,NaN,"6,330,750",No,"7,102,886",$-1.21,$9.06,$7.11,$14.12,$7.11,$14.12,$7.11,"$14,535,421.57",$3.00,"$14,535,421.57",$3.00,"$14,535,421.57",$0.1752,"Nov 21, 2021","Oct 20, 2019",2022-01-26 21:33:03.435862
141,537,https://s2.coinmarketcap.com/static/img/coins/64x64/8541.png,SifChain,erowan,"$49,743,895.86","$114,075,546.75",$0.09136,$0.102,$0.09845,$0.09297,5.57%,"$272,982.27",$0.09196,"$267,086.99",0.005369,NaN,"540,915,833",No,"1,240,459,123",$-0.002614,$0.09867,$0.08228,$0.1553,$0.08092,$0.1553,$0.08092,$0.4467,$0.08092,$1.43,$0.08092,$1.43,$0.08092,"Mar 17, 2021","Jan 24, 2022",2022-01-26 21:33:07.198198
142,550,https://s2.coinmarketcap.com/static/img/coins/64x64/4268.png,NewYork Exchange,NYE,"$47,967,184.89","$4,059,247,944.80",$6.93,$7.32,$7.31,$6.93,5.17%,"$454,771.16",$6.77,"$475,186.56",0.009906,NaN,"7,090,060","600,000,000","381,966,631",$-0.4627,$7.85,$6.76,$8.64,$6.42,$8.64,$6.42,$17.51,$6.42,$25.84,$3.24,$25.84,$1.58,"Mar 10, 2021","Oct 28, 2019",2022-01-26 21:33:10.693865
143,556,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,FIO Protocol,FIO,"$45,785,172.41","$97,286,293.93",$0.09188,$0.09612,$0.09467,$0.09426,0.44%,"$2,439,986.61",$0.09729,"$2,312,054.21",0.0505,0.00%,"470,623,050","1,000,000,000","806,105,127",$0.004306,$0.1012,$0.09188,$0.1378,$0.08421,$0.1378,$0.08421,$0.437,$0.08421,$0.5691,$0.06642,$0.5691,$0.05809,"Apr 06, 2021","Jan 05, 2021",2022-01-26 21:33:13.169649
144,563,https://s2.coinmarketcap.com/static/img/coins/64x64/1883.png,Adshares,ADS,"$44,622,556.75","$79,217,812.86",$1.94,$2.07,$1.99,$2.04,2.43%,"$2,770,650.00",$2.04,"$2,870,091.60",0.06432,0.00%,"21,832,088","38,758,206","38,758,206",$-0.01064,$2.16,$2.03,$2.34,$1.87,$2.34,$1.87,"$1,548.86",$1.63,"$1,548.86",$0.02073,"$1,548.86",$0.004805,"Jan 19, 2022","Mar 06, 2019",2022-01-26 21:33:15.599179
145,563,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,Firo,FIRO,"$44,513,022.97","$74,231,299.43",$3.40,$3.57,$3.44,$3.56,3.43%,"$2,114,777.86",$3.47,"$2,622,337.79",0.05891,0.00%,"12,832,575","21,400,000","12,427,855",$-0.07068,$3.71,$3.47,$4.53,$3.11,$4.53,$3.11,$9.74,$3.11,$25.14,$3.11,$169.99,$0.2751,"Dec 26, 2017","Dec 02, 2016",2022-01-26 21:33:18.027138
146,566,https://s2.coinmarketcap.com/static/img/coins/64x64/2062.png,Aion,AION,"$43,731,372.63","$43,731,372.63",$0.08284,$0.08732,$0.0867,$0.08499,1.97%,"$3,525,836.83",$0.08728,"$4,288,693.11",0.09807,0.00%,"501,044,117",No,"501,044,117",$0.001099,$0.09256,$0.08395,$0.1481,$0.07582,$0.1481,$0.07582,$0.3483,$0.07582,$0.6905,$0.0646,$11.51,$0.04064,"Jan 07, 2018","Mar 13, 2020",2022-01-26 21:33:20.410232
147,571,https://s2.coinmarketcap.com/static/img/coins/64x64/3218.png,Energi,NRG,"$43,199,496.71","$43,199,496.71",$0.8426,$0.9133,$0.8926,$0.8904,0.25%,"$177,308.09",$0.8731,"$154,847.70",0.003584,0.00%,"49,478,873",No,"49,478,873",$-0.003435,$0.9396,$0.8698,$1.05,$0.8022,$1.05,$0.8022,$3.04,$0.8022,$4.57,$0.8022,$9.90,$0.245,"Jun 25, 2019","Sep 19, 2018",2022-01-26 21:33:23.006385
148,572,https://s2.coinmarketcap.com/static/img/coins/64x64/1866.png,Bytom,BTM,"$42,805,060.87","$55,018,244.86",$0.02611,$0.02763,$0.02744,$0.0269,2%,"$4,347,035.29",$0.0262,"$3,745,799.44",0.08751,0.00%,"1,633,833,069","2,100,000,000","1,730,638,425",$-0.000699,$0.02814,$0.02596,$0.03458,$0.02493,$0.03458,$0.02493,$0.07255,$0.02449,$0.2882,$0.02449,$1.17,$0.02449,"Apr 24, 2018","Jan 24, 2022",2022-01-26 21:33:25.825845
